,file,sentence
8913,MB126-0010,Тэгээд Исаак Герарт амьдран суух болжээ.
8914,MB126-0011,Тэр нутгийн хүмүүс эхнэрийнх нь талаар асуусанд тэр —Энэ бол миний охин дүү гэжээ.
8915,MB126-0012,"Ребека нуруу гоолиг, царай үзэсгэлэнтэй учраас энэ нутгийнхан түүнээс болж өөрийг нь алж магадгүй гээд өөрийнхөө эхнэр гэж хэлэхээс тэр айжээ."
8916,MB126-0013,"Исаак тэнд удаан хугацаагаар суусан бөгөөд Филистийн хаан Абимелех цонхоороо харж байгаад, Исаак эхнэр Ребекагаа энхрийлэхийг нь үзсэн аж."
8917,MB126-0014,Абимелех Исаакийг дуудан —Тэр үнэхээр чиний эхнэр атал чи юунд түүнийг энэ миний охин дүү гэж хэлсэн бэ?
8918,MB126-0015,гэсэнд Исаак —Ребекагаас болоод би үхчихгүй юмсан гэж бодсон юм гэв.
8919,MB126-0016,Чи биднийг яаж байгаа чинь энэ вэ? Манай хүмүүсийн нэг нь эхнэртэй чинь хялбархан унтчихаж болох байсан.
8920,MB126-0017,Тэгээд чи бидэн дээр ял буулгах байлаа гэв.
8921,MB126-0018,Тэгээд Абимелех —Энэ хүнд юмуу эсвэл түүний эхнэрт гар хүрсэн хэн ч болов үхэх болно гэж бүх ард олондоо тушаажээ.
8922,MB126-0019,"Тэгээд Исаак тэр газарт тариа тарьж, тэр жилдээ зуу дахин их ургац авав. ЭЗЭН түүнийг ерөөжээ."
8923,MB126-0020,"Тэрээр агуу их болж, маш агуу нэгэн болтлоо өслөө."
8924,MB126-0021,"Тэр хонин сүрэг, үхэр сүрэг, асар олон хамжлагатай байсан бөгөөд филистчүүд түүнд атаархаж, түүний эцэг Абрахамын өдрүүдэд зарц нарынх нь ухаж гаргасан бүх худгийг шороогоор дүүргэн битүүлэв."
8925,MB126-0022,Чи биднээс илүү хүчтэй болсон учир биднийг орхиж яв гэв.
8926,MB126-0023,"Исаак тэндээс хөдлөн явж, Герарын хөндийд майхнаа барьж, тэнд суув."
8927,MB126-0024,Эцэг Абрахамынх нь өдрүүдэд ухаж гаргасан худгуудыг Исаак дахин ухжээ. Учир нь Абрахамыг өөд болсны дараа тэдгээрийг нь филистчүүд булж битүүлсэн байв.
8928,MB126-0025,Исаак тэдгээрийг эцгийнхээ өгсөн нэрээр нэрийдэв.
8929,MB126-0026,"Исаакийн зарц нар Герарын хөндийд газар ухаж, ундарга сайтай худаг олжээ. Герарын малчид Исаакийн малчидтай маргалдаж"
8930,MB126-0027,"Энэ ус манайх гэсэнд тэр маргалдаанаас болж, Исаак уул худгийг Есек гэж нэрлэв."
8931,MB126-0028,Тэд өөр нэг худаг ухаж бас дахин маргалджээ. Исаак түүнийг Ситна гэж нэрлэжээ.
8932,MB126-0029,Тэр тэндээс нүүж бас нэг худаг ухсанд дахин маргаан гараагүй учир түүнийг Рехобот гэж нэрлээд
8933,MB126-0030,ЭЗЭН бидэнд газрыг тэлж өгсөн бөгөөд бид энэ нутаг дээр үржих болно гэв.
8934,MB126-0031,Исаак тэндээс Беершебагийн зүг явав.
8935,MB126-0032,Тэр шөнө нь ЭЗЭН түүнд үзэгдэж
8936,MB126-0033,Би бол чиний эцэг Абрахамын Бурхан.
8937,MB126-0034,Бүү ай! Би чамтай хамт учир Зарц Абрахамынхаа төлөө чамайг Би ерөөн Үр удмыг чинь олшруулах болно
8938,MB126-0035,"Исаак тэнд тахилын ширээ босгож, ЭЗЭНий нэрийг дуудан, тэнд майхнаа барьж, түүний зарц нар худаг ухжээ."
8939,MB126-0036,"Тэгтэл Абимелех өөрийн шадар Ахуззат, цэргийн жанжин Фикол нарынхаа хамт Герараас Исаак дээр ирэв."
8940,MB126-0037,"Та нар намайг үзэн ядаж, өөрсдөөсөө хөөн явуулсан атлаа юунд над дээр хүрч ирэв? гэсэнд тэд"
8941,MB126-0038,ЭЗЭН чамтай хамт байгааг бид үзлээ.
8942,MB126-0039,"Тиймээс та бидний хооронд тангараг байж, тантай гэрээ байгуулъя гэж бид хоорондоо хэлэлцсэн юм. Бид чамд гар хүрэлгүй, зөвхөн сайныг хийж, чамайг амар тайван явуулсан шиг чи бидэнд хор хөнөөл бүү хий."
8943,MB126-0040,Чи бол одоо ЭЗЭНий ерөөлийг хүртэгч нэгэн гэжээ.
8944,MB126-0041,Исаак тэдэнтэй найрлаж тэд идэж ууцгаалаа.
8945,MB126-0042,"Тэгээд тэд өглөө эртлэн босож, бие биедээ тангарагласны дараа Исаак тэднийг явуулж, тэднийхээс тэд амар тайван оджээ."
8946,MB126-0043,"Тэгтэл тэр өдөр түүний зарц нар ирж, ухсан худгийнхаа талаар “Бид ус оллоо” гэж Исаакт мэдүүлэв."
8947,MB126-0044,Исаак тэр худгийг Шеба гэж нэрлэсэн бөгөөд тиймээс тэр хотын нэрийг өнөөг хүртэл Беершеба гэдэг ажээ.
8948,MB126-0045,Есавын хит эхнэрүүд
8949,MB126-0046,Есав дөчин настайдаа хит хүн Беерийн охин Иудит болон хит хүн Елоны охин Басемат нарыг эхнэр болгон авчээ.
8950,MB126-0047,"Тэд Исаак, Ребека хоёрт сэтгэлийн зовлон болов."
8951,MB127-0001,Исаак Иаковыг ерөөсөн нь
8952,MB127-0002,"Исаак хөгширч, нүд нь муудаад харж чадахаа больсон үедээ ууган хүү Есаваа"
8953,MB127-0003,Хүү минь! гэж дуудсанд хүү нь —Би энд байна гэв. Исаак
8954,MB127-0004,"Харагтун, би хөгширч, үхэх өдрөө мэдэхгүй байна."
8955,MB127-0005,"Тиймээс чи зэвсэг, нум саадгаа авч, хээр талд гараад, надад ан агнаж, миний дуртай амтат хоолыг хийн авчирч надад идүүлэгтүн."
8956,MB127-0006,Тэгвэл би үхэхээсээ өмнө чамайг зүрх сэтгэлээсээ ерөөе гэв.
8957,MB127-0007,Исаакийг хүү Есавдаа үг хэлж байхад Ребека түүнийг нь сонсож байжээ.
8958,MB127-0008,Есав ан агнахаар хээр тал уруу одов.
8959,MB127-0009,"Харагтун, ах Есавд чинь аавын чинь хэлсэн үгийг би сонслоо."
8960,MB127-0010,"Надад ангийн мах авчирч, амттай хоол хийгтүн."
8961,MB127-0011,"Тэгвэл би идээд, үхэхээсээ өмнө чамайг ЭЗЭНий өмнө ерөөж өгье гэсэн."
8962,MB127-0012,"Тиймээс хүү минь, одоо миний чамд тушаасныг болон хэлэхийг минь сонс!"
8963,MB127-0013,Чи мал дээрээ очоод хоёр сайн ишиг надад авчир.
8964,MB127-0014,Би түүгээр аавын чинь дуртай амтат хоолыг хийж өгье.
8965,MB127-0015,"Чи түүнийг аавдаа аваачиж идүүлэн, үхэхийнх нь өмнө түүгээр ерөөлгө гэв."
8966,MB127-0016,"Харагтун, миний ах Есав үсэрхэг хүн, би гөлгөр арьстай хүн."
8967,MB127-0017,"Аав минь намайг тэмтэрч үзвэл би түүний нүдэнд мэхлэгч гэж харагдан, ерөөгдөх нь байтугай хараагдах болно гэв."
8968,MB127-0018,Тэгэхэд эх нь түүнд
8969,MB127-0019,"Хүү минь, чамд ирэх хараал чинь надад оноогдох болтугай."
8970,MB127-0020,"Чи зөвхөн миний хэлснийг дагаж, явж ишигнүүдийг надад авчирч өг"
8971,MB127-0021,"гэсэнд тэр явж, ээждээ авчирч өгөв."
8972,MB127-0022,Тэгээд ээж нь эцгийнх нь дуртай амтат хоолыг хийжээ.
8973,MB127-0023,"Ребека ууган хүү Есавынхаа хамгийн сайхан хувцсыг гэрээсээ авчирч, бага хүү Иаковтаа өмсгөж, ишигний арьсаар гар болон хүзүүнийх нь гөлгөр хэсгийг ороож, өөрийн хийсэн амтат хоол, талхыг хүү Иаковынхаа гар дээр тавив."
8974,MB127-0024,"Иаков эцэг дээрээ очиж —Аав минь ээ! гэж дуудсанд аав нь —Би энд байна. Хүү минь чи хэн бэ? гэв. Иаков, эцэгтээ"
8975,MB127-0025,Би таны ууган хүү Есав байна.
8976,MB127-0026,Таны надад хэлсэн ёсоор би хийлээ. Та өндийж суугаад ангийн махнаас минь зооглоно уу. Тэгээд сэтгэлээсээ намайг ерөөнө үү!
8977,MB127-0027,"Хүү минь, чи ангаа яаж ийм хурдан олоо вэ? гэсэнд тэр"
8978,MB127-0028,Учир нь таны Бурхан ЭЗЭН түүнийг өмнө минь тавьсан юм гэв.
8979,MB127-0029,"Хүү минь, надад ойрт!"
8980,MB127-0030,"Би чамайг тэмтэрч үзээд миний ууган хүү Есав мөн үү, биш үү гэдгийг чинь мэдье гэв."
8981,MB127-0031,Иаков эцэг Исаактаа ойртон очиход Исаак түүнийг тэмтэрч үзээд
8982,MB127-0032,Дуу чинь Иаковын дуу атал гар чинь Есавын гар байна
8983,MB127-0033,гээд түүний гар ах Есавынх шиг нь үсэрхэг байсан учир түүнийг ялгаж таньсангүй.
8984,MB127-0034,"Тэгээд түүнийг ерөөж, Исаак"
8985,MB127-0035,Чи үнэхээр миний хүү Есав мөн үү?
8986,MB127-0036,гэсэнд Иаков — Би мөн гэв. Исаак
8987,MB127-0037,Надад түүнийгээ авчир!
8988,MB127-0038,Би хүүгийнхээ ангийн махнаас идээд зүрх сэтгэлээсээ чамайг ерөөн адислая!
8989,MB127-0039,гэхэд нь Иаков түүнд авчирч өгсөнд эцэг нь идэв.
8990,MB127-0040,Тэгээд тэр бас түүнд дарс авчирч өгсөнд тэрээр уужээ.
8991,MB127-0041,Тэгээд эцэг Исаак нь
8992,MB127-0042,"Хүү минь, надад ойртож ирээд намайг үнс"
8993,MB127-0043,"гэхэд Иаков ойртон очиж, түүнийг үнссэнд эцэг нь хувцасных нь үнэрийг үнэртээд, түүнийг ерөөн адислаж"
8994,MB127-0044,"Харагтун, хүүгийн минь үнэр ЭЗЭНий ерөөсөн хээрийн үнэр байна."
8995,MB127-0045,"Тэнгэрийн шүүдэр, Үржил шимт газар,"
8996,MB127-0046,"Арвин их үр тариа, дарсыг Бурхан чамд хайрлах болтугай!"
8997,MB127-0047,"Ард олон чамд зарагдаж, Үндэстнүүд чамд сөгдөн мөргөх болтугай!"
8998,MB127-0048,"Ах дүү нарынхаа эзэн нь чи болж, Эхийн чинь хөвгүүд чамд сөгдөн мөргөх болтугай."
8999,MB127-0049,"Хараагч чинь хараагдаж, Ерөөгч чинь ерөөгдөх болтугай!"
9000,MB127-0050,Есав ерөөлөө алдав
9001,MB127-0051,Исаак Иаковыг ерөөн адислаж дуусмагц Иаков эцэг Исаакийнхаа өмнөөс босон гарч явлаа.
9002,MB127-0052,"Дөнгөж дараа нь түүний ах Есав ангаасаа буцаж ирээд, амтат хоол хийж түүнийгээ эцэгтээ аваачин"
9003,MB127-0053,"Эцэг минь ээ, өндийж суугаад хүүгийнхээ ангийн махнаас иднэ үү. Тэгээд сэтгэлээсээ намайг ерөөн адислагтун!"
9004,MB127-0054,гэж аавдаа хэлжээ.
9005,MB127-0055,Эцэг Исаак нь
9006,MB127-0056,Чи хэн бэ? гэхэд тэрээр
9007,MB127-0057,"Би таны хүү, таны ууган хүү Есав байна гэжээ."
9008,MB127-0058,Исаак ихэд цочирдон —Тэгвэл ан агнаад надад авчирч өгсөн тэр хүн хэн байсан бэ?
9009,MB127-0059,"Би чамайг ирэхээс өмнө бүгдийг нь идээд, түүнийг ерөөсөн билээ. Тэр л гарцаагүй ерөөгдөнө гэв."
9010,MB127-0060,"Есав эцгийнхээ үгийг сонсоод бархиран уйлж, эцэгтээ"
9011,MB127-0061,"Эцэг минь, намайг ч бас ерөөн адислаач!"
9012,MB127-0062,гэж аавдаа хэлсэнд Исаак
9013,MB127-0063,Дүү чинь залилж ирээд чиний ерөөлийг авчихжээ гэж хэлэв.
9014,MB127-0064,Түүнийг Иаков гэж нэрлэдэг нь оносон бус уу?
9015,MB127-0065,Тэр намайг хоёр ч удаа мэхэллээ.
9016,MB127-0066,Ууган хүү байх эрхийг минь авчихаад одоо бас надад ногдох ерөөлийг минь ч тэр авчихлаа
9017,MB127-0067,гэж хэлээд —Надад хүртээх ерөөл танд үлдээгүй гэж үү?
9018,MB127-0068,"Харагтун, би түүнийг чиний эзэн болгож, бүх ах дүүг чинь түүнд зарцаар өгч бас үр тариа, дарсаар түүнийг хангасан учир хүү минь, би чамайг одоо яах билээ гэв."
9019,MB127-0069,Эцэг минь ээ! Танд дахиад ганцхан ерөөл байхгүй гэж үү? Эцэг минь! Намайг ч бас ерөөн адислаач гэж хэлээд чанга дуугаар уйлав.
9020,MB127-0070,Эцэг Исаак нь түүнд хандаж
9021,MB127-0071,"Харагтун, нутаг газар чинь үржил шимгүй, Тэнгэрийн шүүдрээс хол байх юм."
9022,MB127-0072,"Чи илдээрээ амьдарч, дүүдээ зарагдах боловч"
9023,MB127-0073,Эсэргүүцэн босох цагтаа чи Буулгыг нь эвдэж хүзүүнээсээ авч хаяна гэжээ.
9024,MB127-0074,"Эцэг нь Иаковыг ерөөсөн тэр ерөөлөөс болж Есав, Иаковыг үзэн ядав."
9025,MB127-0075,Эцгийнхээ төлөө эмгэнэх өдөр ойрхон ирж байгаа учир би дүү Иаковаа ална
9026,MB127-0076,гэж тэрээр зүрхэндээ хэлжээ.
9027,MB127-0077,Ууган хүү Есавынх нь энэ үг Ребекад хүрэхэд бага хүү Иаковтаа хэл явуулж дуудан ирүүлээд
9028,MB127-0078,Есав ах чинь чамайг ална гээд өөрийгөө тайтгаруулж байна.
9029,MB127-0079,"Тийм учраас одоо хүү минь, чи миний хэлэхийг сонс. Бос, Харанд байгаа миний ах Лабан дээр зугтан оч."
9030,MB127-0080,Ахынхаа уурыг гартал хэдэн өдөр түүнтэй хамт бай.
9031,MB127-0081,"Ахын чинь уур гарч, түүнд хийсэн юмыг марттал нь тэндээ бай."
9032,MB127-0082,"Би чамд хэл явуулж, чамайг тэндээс авчрах болно."
9033,MB127-0083,Яаж би та хоёрыгоо нэг өдөр алдчих билээ гэв.
9034,MB127-0084,Хитчүүдийн охидоос болж амьдрал минь гутмаар боллоо.
9035,MB127-0085,Хэрэв Иаков түүн шиг энэ нутгийн эсвэл хитчүүдийн охидоос эхнэр авбал надад амьд явах хэрэг юун билээ? гэв.
9036,MB128-0001,"Исаак Иаковыг дуудаад түүнийг ерөөн, захиж"
9037,MB128-0002,Чи Канааны охидоос эхнэр бүү ав.
9038,MB128-0003,"Бос, Паддан-Арам уруу эхийнхээ эцэг Бетуелийн гэр уруу явж, тэнд нагац ах Лабаныхаа охидоос эхнэр ав."
9039,MB128-0004,"Төгс Хүчит Бурхан чамайг ерөөж, чамайг үржүүлж бас олшруулж, чи ард түмнүүдийн чуулган болох болтугай."
9040,MB128-0005,Абрахамд өгсөн газар буюу чиний цагаачилж суугаа газрыг чамд өвлүүлэхийн тулд Абрахамд өгсөн ерөөлөө чамд болон чамтай хамт чиний үр удамд өгөх болтугай гэв.
9041,MB128-0006,"Исаак Иаковыг илгээсэнд тэрээр Паддан-Арам уруу явж, арам хүн Бетуелийн хүүгийнд очжээ. Тэр нь Иаков, Есав хоёрын эх Ребекагийн ах Лабан байлаа."
9042,MB128-0007,Ишмаелын охинтой Есав гэрлэв
9043,MB128-0008,"Есавын нүдэн дээр Исаак, Иаковыг ерөөн адислаж, түүнийг Паддан-Арамаас эхнэр авахуулахаар явуулсан ба “Канааны охидоос эхнэр бүү ав” гэж зааварчлан тушаахыг мөн эх эцэг хоёроо Иаков дуулгавартай дагаж Паддан-Арам уруу явахыг Есав үзлээ."
9044,MB128-0009,Бас эцэг Исаакт нь Канааны охид таалагдахгүй байгааг Есав харжээ.
9045,MB128-0010,"Тиймд Есав, Ишмаел уруу явж, өөрийн эхнэрүүдээс гадна Абрахамын хүү Ишмаелын охин Махалатыг эхнэр болгон авав."
9046,MB128-0011,Тэр нь Небаиотын охин дүү юм.
9047,MB128-0012,"Иаков, Беершебагаас гараад Харан уруу явав."
9048,MB128-0013,Тэрээр нэгэн газар хүрэхэд нар шингэсэн тул тэндээ хонохоор тэндхийн нэг чулууг авч толгой дороо тавиад хажуулжээ.
9049,MB128-0014,"Тэрээр зүүдэлсэнд, харагтун, газар дээр нэгэн шат босож, түүний орой нь тэнгэрт тулан бас дахин харвал түүгээр Бурханы тэнгэрэлч нар өгсөж уруудан байлаа."
9050,MB128-0015,"Тэгтэл, үзэгтүн, ЭЗЭН түүний дээр зогсоод"
9051,MB128-0016,"Би бол ЭЗЭН, чиний эцэг Абрахамын Бурхан, Исаакийн Бурхан байна."
9052,MB128-0017,Чиний хэвтэж байгаа газрыг Би чамд болон чиний үр удамд өгнө.
9053,MB128-0018,"Чиний үр удам газрын тоос шиг олон болж, баруун, зүүн, хойд, урд зүгт тархана."
9054,MB128-0019,Чамд болон чиний үр удамд дэлхийн бүх овгийн ерөөл байх болно.
9055,MB128-0020,"Харагтун, Би чамтай хамт байж, хаана ч явсан чамайг хамгаалан, чамайг дагуулж, энэ нутагт буцааж авчирна."
9056,MB128-0021,Би чамд амласнаа биелүүлэх хүртэл чамайг орхихгүй гэж айлджээ.
9057,MB128-0022,Иаков нойрноосоо сэрээд —ЭЗЭН үнэхээр энэ газарт байна. Харин би мэдсэнгүй гэв.
9058,MB128-0023,Тэрээр айн сүрдэж —Энэ яасан сүрдмээр газар вэ! Энэ бол гарцаагүй Бурханы өргөө төдийгүй тэнгэрийн хаалга юм  гэв.
9059,MB128-0024,"Тэгээд Иаков өглөө эрт босож, дэрлэсэн чулуугаа авч багана болгон босгоод дээр нь тос асгав."
9060,MB128-0025,Энэ газрыг Бетел хэмээн тэрээр нэрлэжээ.
9061,MB128-0026,Тэр хотыг өмнө нь Луз гэдэг байж.
9062,MB128-0027,"Иаков андгайлан —Хэрэв Бурхан надтай хамт байж, миний явж буй энэ замд намайг хамгаалан бас надад идэх хоол, өмсөх хувцас өгөөд,"
9063,MB128-0028,"намайг эцгийн минь гэрт амар тайван буцааж,"
9064,MB128-0029,ЭЗЭН миний Бурхан байвал багана болгон босгосон энэ чулуу минь Бурханы өргөө болох болно.
9065,MB128-0030,Таны надад өгөх бүхний аравны нэгийг би Танд өргөнө гэлээ.
9066,MB129-0001,"Иаков босож яваад, дорнынхны нутагт хүрчээ."
9067,MB129-0002,"Түүний хартал, үзэгтүн, талд нэгэн худаг бас дэргэд нь гурван хэсэг хонин сүрэг хэвтэж байв."
9068,MB129-0003,Учир нь хоньчид тэр худгаас хонио усалдаг аж.
9069,MB129-0004,"Худгийнхаа амыг чулуугаар дараад, бүх сүргийг цуглах үед худгийн амнаас чулууг өнхрүүлэн зайлуулж хонио услаад дараа нь уг чулуугаа худгийн амсар дээр буцаан тавьдаг байжээ."
9070,MB129-0005,Иаков тэдэнд
9071,MB129-0006,"Ах дүү нар минь, нутаг хаана вэ? гэж асуусанд тэд"
9072,MB129-0007,Бид Хараных гэжээ.
9073,MB129-0008,Иаков тэднээс —Та нар Нахорын ач хүү Лабаныг таних уу? гэхэд тэд — Бид танина гэв. Иаков тэдэнд
9074,MB129-0009,Тэр сайн уу? гэсэнд тэд —Сайн. Түүний охин Рахел одоо хонио туугаад ирнэ гэж хариулав.
9075,MB129-0010,"Харагтун, өдөр яагаа ч үгүй байна. Мал сүрэг цуглах цаг болоогүй байна. Хонио услаад, бэлчээрт гарга гэлээ."
9076,MB129-0011,Тэд —Бүх сүргийг цуглахаар хоньчид худгийн амнаас чулууг өнхрүүлэн зайлуулсны дараа бид хонио усалдаг тул одоо чадахгүй гэв.
9077,MB129-0012,Иаковыг тэдэнтэй ярьж байхад Рахел эцгийнхээ хонийг тууж ирлээ.
9078,MB129-0013,Тэрээр хоньчин байжээ.
9079,MB129-0014,"Иаков, нагац ах Лабаны охин Рахел болон нагац ах Лабаны хонийг хараад ойртон очиж, худгийн амнаас чулууг өнхрүүлэн зайлуулаад нагац ах Лабаныхаа хонин сүргийг услав."
9080,MB129-0015,"Тэгээд Иаков Рахелыг үнсээд чанга дуугаар уйлан, Рахелд өөрийгөө эцгийнх нь дүү Ребекагийн хүү болохоо мэдүүлтэл тэрээр гүйн очиж эцэгтээ мэдүүлэв."
9081,MB129-0016,"Тэгтэл Лабан охин дүүгийнхээ хүү Иаковын тухай мэдээг сонсоод, түүнтэй уулзахаар гүйн очиж, тэврэн үнсээд гэртээ дагуулан оров. Иаков бүх зүйлээ Лабанд ярьжээ."
9082,MB129-0017,Иаков бүх зүйлээ Лабанд ярьжээ.
9083,MB129-0018,Лабан түүнд —Чи бол яах аргагүй миний яс махны тасархай мөн гэв.
9084,MB129-0019,Тэгээд Иаков түүнтэй нэг сар хамт суужээ.
9085,MB129-0020,Лабаны охидтой Иаков гэрлэсэн нь
9086,MB129-0021,"Лабан, Иаковт"
9087,MB129-0022,Чи миний дүү гээд надад зүгээр л зарагдах гэж үү? Юугаар чамд хөлс төлөх вэ? Надад хэлээч гэв
9088,MB129-0023,"Лабан хоёр охинтой бөгөөд томынх нь нэр Леа, багынх нь нэр Рахел."
9089,MB129-0024,"Леа хараа муутай, харин Рахел нь нуруу гоолиг, царай үзэсгэлэнтэй ажээ."
9090,MB129-0025,Иаков Рахелд дурласан тул
9091,MB129-0026,Би таны бага охин Рахелын төлөө долоон жил танд зарцлагдъя
9092,MB129-0027,гэсэнд Лабан
9093,MB129-0028,Түүнийг өөр хүнд өгснөөс чамд өгсөн нь дээр. Надтай хамт бай гэжээ.
9094,MB129-0029,Иаков Рахелын төлөө долоон жил Лабанд зарцлагджээ.
9095,MB129-0030,Иаков түүнд хайртай байсан тул долоон жил нь түүнд хэдхэн хоног мэт байв.
9096,MB129-0031,Иаков Лабанд —Миний зарцлагдах хугацаа дууссан учир Би түүн дээр оръё. Эхнэрийг минь өгөгтүн! гэв.
9097,MB129-0032,Лабан тэр нутгийн бүх эрчүүдийг цуглуулан найр хийлээ.
9098,MB129-0033,Үдэш нь Лабан тэнд охин Леагаа авчирсанд Иаков түүн дээр оржээ.
9099,MB129-0034,Лабан зарц бүсгүй Зилпагаа охин Леадаа шивэгчин болгон өгчээ.
9100,MB129-0035,Иаков өглөө нь хартал тэнд нь Леа байв.
9101,MB129-0036,Тэгээд тэрээр Лабанд
9102,MB129-0037,Та надад юу хийчихэв ээ?
9103,MB129-0038,Би Рахелын төлөө танд зарцлагдсан биш үү?
9104,MB129-0039,Та юунд намайг мэхэлнэ вэ?
9105,MB129-0040,гэхэд Лабан
9106,MB129-0041,Манай нутагт эгчээс нь түрүүлж дүүг нь өгөх ёс байхгүй.
9107,MB129-0042,Ёсолсонтойгоо долоо хоногийг гүйцээ.
9108,MB129-0043,Тэгээд бид чамд нөгөөг нь бас өгнө.
9109,MB129-0044,Чи түүний төлөө надад дахин долоон жил зарцлагдах болно гэв.
9110,MB129-0045,Тэгээд Иаков хэлсэн ёсоор нь хийжээ.
9111,MB129-0046,Иаков тэр долоо хоногийг гүйцээсэнд Лабан түүнд охин Рахелаа ч эхнэр болгон өгчээ.
9112,MB129-0047,Лабан зарц бүсгүй Билхагаа охин Рахелдаа шивэгчнээр өглөө.
9113,MB129-0048,"Иаков бас Рахел дээр орж, түүнийг Леагаас илүү хайрлан, дахин долоон жил Лабанд зарцлагджээ."
9114,MB129-0049,Леа хайр хүртээгүйг ЭЗЭН үзээд Леагийн умайг нээв.
9115,MB129-0050,Харин Рахел нь хүүсэр байжээ.
9116,MB129-0051,"Леа жирэмсэлж хүү төрүүлээд, түүнийгээ Реубен гэж нэрлэв. Тэгээд тэрээр"
9117,MB129-0052,"ЭЗЭН, миний зовлон зүдүүрийг харсан учир одоо миний нөхөр намайг хайрлах болно гэж хэлжээ. Тэр бас дахин жирэмсэлж хүү төрүүлээд"
9118,MB129-0053,Хайр хүртээгүйг минь ЭЗЭН сонсоод надад энэ хүүг бас өглөө гээд түүнийгээ Симеон гэж нэрлэжээ.
9119,MB129-0054,Тэр бас жирэмсэлж дахин хүү төрүүлээд
9120,MB129-0055,Би түүнд гурван хүү төрүүлж өгсөн учир миний нөхөр одоо надтай холбогдох болно
9121,MB129-0056,гээд түүнийгээ Леви гэжээ.
9122,MB129-0057,"Тэр бас жирэмсэлж, дахин хүү төрүүлээд —Энэ удаа би ЭЗЭНийг магтана гээд түүнийгээ Иуда гэв."
9123,MB129-0058,Тэгээд түүний хүүхэд төрүүлэх нь зогсжээ.
9124,MB130-0001,"Рахел өөрөө Иаковт хүү төрүүлж чадаагүйгээ хараад эгчдээ атаархаж, Иаковт"
9125,MB130-0002,Хүү өг. Хэрэв тэгэхгүй бол би үхнэ гэжээ.
9126,MB130-0003,"Иаков, Рахелд уурлан"
9127,MB130-0004,Чамд умайн үрийг эс зөвшөөрсөн Бурханыг би орлох хэрэг үү?
9128,MB130-0005,"гэсэнд Рахел —Энд миний шивэгчин Билха байна. Түүн дээр ор! Тэр миний өвдөг дээр төрж, түүгээр би хүүхэдтэй болно"
9129,MB130-0006,гээд өөрийн шивэгчин Билхаг түүнд татвар эм болгон өгчээ.
9130,MB130-0007,Иаков түүн дээр оржээ.
9131,MB130-0008,Билха жирэмсэлж Иаковт хүү төрүүлж өгөв. Рахел
9132,MB130-0009,Бурхан намайг зөвтгөж миний дууг сонсоод надад хүү хайрлалаа
9133,MB130-0010,гээд түүнийг Дан гэж нэрлэжээ.
9134,MB130-0011,"Рахелын шивэгчин Билха дахин жирэмсэлж, Иаковт хоёр дахь хүүгээ төрүүлж өгөв. Рахел"
9135,MB130-0012,Би эгчтэйгээ ширүүн өрсөлдөж дийллээ гээд түүнд Нафтали гэдэг нэр өгчээ.
9136,MB130-0013,"Леа хүүхэд төрүүлэхийг больсноо хараад, шивэгчин Зилпагаа авч Иаковт татвар эм болгон өгчээ."
9137,MB130-0014,"Леагийн шивэгчин Зилпа, Иаковт хүү төрүүлж өгөв. Леа —Ямар азтай вэ? гээд түүнийг Гад гэж нэрлэжээ. Леагийн шивэгчин Зилпа Иаковт хоёр дахь хүүгээ төрүүлж өгчээ. Леа"
9138,MB130-0015,Би баяр хөөртэй байна. Эмэгтэйчүүд намайг аз жаргалтай гэж дуудах болно гээд түүнийг Ашер гэж нэрлэжээ.
9139,MB130-0016,"Буудай хураах үеэр Реубен гадагш гарч, талбайгаас хүндэс олоод, ээж Леадаа авчирч өгчээ. Рахел Леад"
9140,MB130-0017,Хүүгийнхээ олсон хүндэснээс надад өгөөч? гэв. Леа түүнд
9141,MB130-0018,Миний нөхрийг авсан чинь багадаа юу? Чи бас миний хөвгүүний хүндсийг авах нь уу? гэв. Рахел
9142,MB130-0019,Тэгвэл таны хүүгийн хүндэсний оронд өнөө шөнө миний нөхөр тантай унтаж болно гэв.
9143,MB130-0020,Иаковыг талбайгаасаа үдэш эргэж ирэхэд Леа түүнтэй уулзахаар гараад түүнд
9144,MB130-0021,Хүүгийнхээ хүндсээр би таныг зольж авсан учир өнөө шөнө над дээр орох ёстой гэв.
9145,MB130-0022,Тэгээд тэр шөнө Иаков түүнтэй унтжээ.
9146,MB130-0023,"Бурхан, Леаг сонссон учир Леа жирэмсэлж тав дахь хүүгээ Иаковт төрүүлж өгөв. Леа"
9147,MB130-0024,Би шивэгчнээ нөхөртөө өгсөн тул Бурхан хөлсийг нь надад өглөө гээд түүний нэрийг Иссахар гэжээ.
9148,MB130-0025,Леа дахин жирэмсэлж зургаа дахь хүүгээ Иаковт төрүүлж өгөв. Леа
9149,MB130-0026,Бурхан надад сайхан бэлэг өглөө. Би нөхөртөө зургаан хүү төрүүлж өгсөн учир тэрээр надтай хамт амьдрах болно
9150,MB130-0027,гээд түүнийг Зебулун гэж нэрлэжээ.
9151,MB130-0028,Дараа нь тэрээр охин төрүүлээд түүнийг Дина гэж нэрлэв.
9152,MB130-0029,"Бурхан Рахелыг дурсан санаж, түүнийг сонсоод умайг нь нээж өгчээ."
9153,MB130-0030,Тэгээд тэрээр жирэмсэлж хүү төрүүлээд
