row_index,audio_filepath,audio_exists,duration,text,split,text_raw
8902,D:\Projects\speech-recognition-demo\audios\MB125-0040.wav,True,5.6190625,"Иаков түүнд зармагны шөл талхтай өгсөнд тэрээр идэж уугаад, босож явлаа.",train,"Иаков түүнд зармагны шөл талхтай өгсөнд тэрээр идэж уугаад, босож явлаа."
8903,D:\Projects\speech-recognition-demo\audios\MB125-0041.wav,True,5.143,Есав ууган хүү байх эрхээ ингэж үл тоомсорлов.,train,Есав ууган хүү байх эрхээ ингэж үл тоомсорлов.
8904,D:\Projects\speech-recognition-demo\audios\MB126-0001.wav,True,2.2560625,Исаак Абимелех хоёр,train,Исаак Абимелех хоёр
8905,D:\Projects\speech-recognition-demo\audios\MB126-0002.wav,True,10.146,"Абрахамын үед анх ган гачиг болсон тэр газарт дахин ган гачиг болсонд Исаак Герар уруу одож, Филистийн хаан Абимелех дээр хүрч очжээ.",train,"Абрахамын үед анх ган гачиг болсон тэр газарт дахин ган гачиг болсонд Исаак Герар уруу одож, Филистийн хаан Абимелех дээр хүрч очжээ."
8906,D:\Projects\speech-recognition-demo\audios\MB126-0003.wav,True,1.753,"ЭЗЭН, Исаакт үзэгдэж",train,"ЭЗЭН, Исаакт үзэгдэж"
8907,D:\Projects\speech-recognition-demo\audios\MB126-0004.wav,True,4.7980625,Чи Египет уруу бүү яв! Миний зааж өгөх газарт суурьш.,train,Чи Египет уруу бүү яв! Миний зааж өгөх газарт суурьш.
8908,D:\Projects\speech-recognition-demo\audios\MB126-0005.wav,True,9.1560625,"Тэр газарт суу. Би чамтай хамт байж, чамайг ерөөн, энэ бүх газрыг чамд болон чиний үр удамд өгнө.",train,"Тэр газарт суу. Би чамтай хамт байж, чамайг ерөөн, энэ бүх газрыг чамд болон чиний үр удамд өгнө."
8909,D:\Projects\speech-recognition-demo\audios\MB126-0006.wav,True,3.2880625,Би чиний эцэг Абрахамд андгайлсан тангаргаа биелүүлнэ.,train,Би чиний эцэг Абрахамд андгайлсан тангаргаа биелүүлнэ.
8910,D:\Projects\speech-recognition-demo\audios\MB126-0007.wav,True,7.625,"Би чиний үр удмыг тэнгэрийн од мэт олон болгож, энэ бүх газрыг чиний үр удамд өгнө.",val,"Би чиний үр удмыг тэнгэрийн од мэт олон болгож, энэ бүх газрыг чиний үр удамд өгнө."
8911,D:\Projects\speech-recognition-demo\audios\MB126-0008.wav,True,4.9890625,Газар дэлхийн бүх үндэстэн чиний үр удмаар дамжин ерөөгдөх болно.,train,Газар дэлхийн бүх үндэстэн чиний үр удмаар дамжин ерөөгдөх болно.
8912,D:\Projects\speech-recognition-demo\audios\MB126-0009.wav,True,13.584,"Учир нь Абрахам Миний дуу хоолойг сонсон дуулгавартай дагаж, Миний журам заавар, Миний тушаал, Миний зарлиг болон Миний хуулийг сахисан билээ гэв.",val,"Учир нь Абрахам Миний дуу хоолойг сонсон дуулгавартай дагаж, Миний журам заавар, Миний тушаал, Миний зарлиг болон Миний хуулийг сахисан билээ гэв."
8913,D:\Projects\speech-recognition-demo\audios\MB126-0010.wav,True,3.591,Тэгээд Исаак Герарт амьдран суух болжээ.,train,Тэгээд Исаак Герарт амьдран суух болжээ.
8914,D:\Projects\speech-recognition-demo\audios\MB126-0011.wav,True,5.796,Тэр нутгийн хүмүүс эхнэрийнх нь талаар асуусанд тэр -Энэ бол миний охин дүү гэжээ.,train,Тэр нутгийн хүмүүс эхнэрийнх нь талаар асуусанд тэр —Энэ бол миний охин дүү гэжээ.
8915,D:\Projects\speech-recognition-demo\audios\MB126-0012.wav,True,10.18,"Ребека нуруу гоолиг, царай үзэсгэлэнтэй учраас энэ нутгийнхан түүнээс болж өөрийг нь алж магадгүй гээд өөрийнхөө эхнэр гэж хэлэхээс тэр айжээ.",train,"Ребека нуруу гоолиг, царай үзэсгэлэнтэй учраас энэ нутгийнхан түүнээс болж өөрийг нь алж магадгүй гээд өөрийнхөө эхнэр гэж хэлэхээс тэр айжээ."
8916,D:\Projects\speech-recognition-demo\audios\MB126-0013.wav,True,10.6470625,"Исаак тэнд удаан хугацаагаар суусан бөгөөд Филистийн хаан Абимелех цонхоороо харж байгаад, Исаак эхнэр Ребекагаа энхрийлэхийг нь үзсэн аж.",train,"Исаак тэнд удаан хугацаагаар суусан бөгөөд Филистийн хаан Абимелех цонхоороо харж байгаад, Исаак эхнэр Ребекагаа энхрийлэхийг нь үзсэн аж."
8917,D:\Projects\speech-recognition-demo\audios\MB126-0014.wav,True,9.0460625,Абимелех Исаакийг дуудан -Тэр үнэхээр чиний эхнэр атал чи юунд түүнийг энэ миний охин дүү гэж хэлсэн бэ?,train,Абимелех Исаакийг дуудан —Тэр үнэхээр чиний эхнэр атал чи юунд түүнийг энэ миний охин дүү гэж хэлсэн бэ?
8918,D:\Projects\speech-recognition-demo\audios\MB126-0015.wav,True,5.8720625,гэсэнд Исаак -Ребекагаас болоод би үхчихгүй юмсан гэж бодсон юм гэв.,train,гэсэнд Исаак —Ребекагаас болоод би үхчихгүй юмсан гэж бодсон юм гэв.
8919,D:\Projects\speech-recognition-demo\audios\MB126-0016.wav,True,6.701,Чи биднийг яаж байгаа чинь энэ вэ? Манай хүмүүсийн нэг нь эхнэртэй чинь хялбархан унтчихаж болох байсан.,train,Чи биднийг яаж байгаа чинь энэ вэ? Манай хүмүүсийн нэг нь эхнэртэй чинь хялбархан унтчихаж болох байсан.
8920,D:\Projects\speech-recognition-demo\audios\MB126-0017.wav,True,3.545,Тэгээд чи бидэн дээр ял буулгах байлаа гэв.,train,Тэгээд чи бидэн дээр ял буулгах байлаа гэв.
8921,D:\Projects\speech-recognition-demo\audios\MB126-0018.wav,True,11.636,Тэгээд Абимелех -Энэ хүнд юмуу эсвэл түүний эхнэрт гар хүрсэн хэн ч болов үхэх болно гэж бүх ард олондоо тушаажээ.,train,Тэгээд Абимелех —Энэ хүнд юмуу эсвэл түүний эхнэрт гар хүрсэн хэн ч болов үхэх болно гэж бүх ард олондоо тушаажээ.
8922,D:\Projects\speech-recognition-demo\audios\MB126-0019.wav,True,8.544,"Тэгээд Исаак тэр газарт тариа тарьж, тэр жилдээ зуу дахин их ургац авав. ЭЗЭН түүнийг ерөөжээ.",train,"Тэгээд Исаак тэр газарт тариа тарьж, тэр жилдээ зуу дахин их ургац авав. ЭЗЭН түүнийг ерөөжээ."
8923,D:\Projects\speech-recognition-demo\audios\MB126-0020.wav,True,4.17,"Тэрээр агуу их болж, маш агуу нэгэн болтлоо өслөө.",train,"Тэрээр агуу их болж, маш агуу нэгэн болтлоо өслөө."
8924,D:\Projects\speech-recognition-demo\audios\MB126-0021.wav,True,14.137,"Тэр хонин сүрэг, үхэр сүрэг, асар олон хамжлагатай байсан бөгөөд филистчүүд түүнд атаархаж, түүний эцэг Абрахамын өдрүүдэд зарц нарынх нь ухаж гаргасан бүх худгийг шороогоор дүүргэн битүүлэв.",train,"Тэр хонин сүрэг, үхэр сүрэг, асар олон хамжлагатай байсан бөгөөд филистчүүд түүнд атаархаж, түүний эцэг Абрахамын өдрүүдэд зарц нарынх нь ухаж гаргасан бүх худгийг шороогоор дүүргэн битүүлэв."
8925,D:\Projects\speech-recognition-demo\audios\MB126-0022.wav,True,5.1950625,Чи биднээс илүү хүчтэй болсон учир биднийг орхиж яв гэв.,train,Чи биднээс илүү хүчтэй болсон учир биднийг орхиж яв гэв.
8926,D:\Projects\speech-recognition-demo\audios\MB126-0023.wav,True,5.117,"Исаак тэндээс хөдлөн явж, Герарын хөндийд майхнаа барьж, тэнд суув.",train,"Исаак тэндээс хөдлөн явж, Герарын хөндийд майхнаа барьж, тэнд суув."
8927,D:\Projects\speech-recognition-demo\audios\MB126-0024.wav,True,11.373,Эцэг Абрахамынх нь өдрүүдэд ухаж гаргасан худгуудыг Исаак дахин ухжээ. Учир нь Абрахамыг өөд болсны дараа тэдгээрийг нь филистчүүд булж битүүлсэн байв.,train,Эцэг Абрахамынх нь өдрүүдэд ухаж гаргасан худгуудыг Исаак дахин ухжээ. Учир нь Абрахамыг өөд болсны дараа тэдгээрийг нь филистчүүд булж битүүлсэн байв.
8928,D:\Projects\speech-recognition-demo\audios\MB126-0025.wav,True,3.94,Исаак тэдгээрийг эцгийнхээ өгсөн нэрээр нэрийдэв.,train,Исаак тэдгээрийг эцгийнхээ өгсөн нэрээр нэрийдэв.
8929,D:\Projects\speech-recognition-demo\audios\MB126-0026.wav,True,9.1020625,"Исаакийн зарц нар Герарын хөндийд газар ухаж, ундарга сайтай худаг олжээ. Герарын малчид Исаакийн малчидтай маргалдаж",test,"Исаакийн зарц нар Герарын хөндийд газар ухаж, ундарга сайтай худаг олжээ. Герарын малчид Исаакийн малчидтай маргалдаж"
8930,D:\Projects\speech-recognition-demo\audios\MB126-0027.wav,True,6.983,"Энэ ус манайх гэсэнд тэр маргалдаанаас болж, Исаак уул худгийг Есек гэж нэрлэв.",train,"Энэ ус манайх гэсэнд тэр маргалдаанаас болж, Исаак уул худгийг Есек гэж нэрлэв."
8931,D:\Projects\speech-recognition-demo\audios\MB126-0028.wav,True,6.7680625,Тэд өөр нэг худаг ухаж бас дахин маргалджээ. Исаак түүнийг Ситна гэж нэрлэжээ.,train,Тэд өөр нэг худаг ухаж бас дахин маргалджээ. Исаак түүнийг Ситна гэж нэрлэжээ.
8932,D:\Projects\speech-recognition-demo\audios\MB126-0029.wav,True,7.104,Тэр тэндээс нүүж бас нэг худаг ухсанд дахин маргаан гараагүй учир түүнийг Рехобот гэж нэрлээд,train,Тэр тэндээс нүүж бас нэг худаг ухсанд дахин маргаан гараагүй учир түүнийг Рехобот гэж нэрлээд
8933,D:\Projects\speech-recognition-demo\audios\MB126-0030.wav,True,6.117,ЭЗЭН бидэнд газрыг тэлж өгсөн бөгөөд бид энэ нутаг дээр үржих болно гэв.,test,ЭЗЭН бидэнд газрыг тэлж өгсөн бөгөөд бид энэ нутаг дээр үржих болно гэв.
8934,D:\Projects\speech-recognition-demo\audios\MB126-0031.wav,True,3.5760625,Исаак тэндээс Беершебагийн зүг явав.,train,Исаак тэндээс Беершебагийн зүг явав.
8935,D:\Projects\speech-recognition-demo\audios\MB126-0032.wav,True,2.6660625,Тэр шөнө нь ЭЗЭН түүнд үзэгдэж,train,Тэр шөнө нь ЭЗЭН түүнд үзэгдэж
8936,D:\Projects\speech-recognition-demo\audios\MB126-0033.wav,True,3.891,Би бол чиний эцэг Абрахамын Бурхан.,train,Би бол чиний эцэг Абрахамын Бурхан.
8937,D:\Projects\speech-recognition-demo\audios\MB126-0034.wav,True,10.07,Бүү ай! Би чамтай хамт учир Зарц Абрахамынхаа төлөө чамайг Би ерөөн Үр удмыг чинь олшруулах болно,test,Бүү ай! Би чамтай хамт учир Зарц Абрахамынхаа төлөө чамайг Би ерөөн Үр удмыг чинь олшруулах болно
8938,D:\Projects\speech-recognition-demo\audios\MB126-0035.wav,True,8.005,"Исаак тэнд тахилын ширээ босгож, ЭЗЭНий нэрийг дуудан, тэнд майхнаа барьж, түүний зарц нар худаг ухжээ.",train,"Исаак тэнд тахилын ширээ босгож, ЭЗЭНий нэрийг дуудан, тэнд майхнаа барьж, түүний зарц нар худаг ухжээ."
8939,D:\Projects\speech-recognition-demo\audios\MB126-0036.wav,True,8.381,"Тэгтэл Абимелех өөрийн шадар Ахуззат, цэргийн жанжин Фикол нарынхаа хамт Герараас Исаак дээр ирэв.",train,"Тэгтэл Абимелех өөрийн шадар Ахуззат, цэргийн жанжин Фикол нарынхаа хамт Герараас Исаак дээр ирэв."
8940,D:\Projects\speech-recognition-demo\audios\MB126-0037.wav,True,6.713,"Та нар намайг үзэн ядаж, өөрсдөөсөө хөөн явуулсан атлаа юунд над дээр хүрч ирэв? гэсэнд тэд",train,"Та нар намайг үзэн ядаж, өөрсдөөсөө хөөн явуулсан атлаа юунд над дээр хүрч ирэв? гэсэнд тэд"
8941,D:\Projects\speech-recognition-demo\audios\MB126-0038.wav,True,4.1680625,ЭЗЭН чамтай хамт байгааг бид үзлээ.,train,ЭЗЭН чамтай хамт байгааг бид үзлээ.
8942,D:\Projects\speech-recognition-demo\audios\MB126-0039.wav,True,16.393,"Тиймээс та бидний хооронд тангараг байж, тантай гэрээ байгуулъя гэж бид хоорондоо хэлэлцсэн юм. Бид чамд гар хүрэлгүй, зөвхөн сайныг хийж, чамайг амар тайван явуулсан шиг чи бидэнд хор хөнөөл бүү хий.",train,"Тиймээс та бидний хооронд тангараг байж, тантай гэрээ байгуулъя гэж бид хоорондоо хэлэлцсэн юм. Бид чамд гар хүрэлгүй, зөвхөн сайныг хийж, чамайг амар тайван явуулсан шиг чи бидэнд хор хөнөөл бүү хий."
8943,D:\Projects\speech-recognition-demo\audios\MB126-0040.wav,True,4.2710625,Чи бол одоо ЭЗЭНий ерөөлийг хүртэгч нэгэн гэжээ.,train,Чи бол одоо ЭЗЭНий ерөөлийг хүртэгч нэгэн гэжээ.
8944,D:\Projects\speech-recognition-demo\audios\MB126-0041.wav,True,3.2550625,Исаак тэдэнтэй найрлаж тэд идэж ууцгаалаа.,train,Исаак тэдэнтэй найрлаж тэд идэж ууцгаалаа.
8945,D:\Projects\speech-recognition-demo\audios\MB126-0042.wav,True,9.431,"Тэгээд тэд өглөө эртлэн босож, бие биедээ тангарагласны дараа Исаак тэднийг явуулж, тэднийхээс тэд амар тайван оджээ.",train,"Тэгээд тэд өглөө эртлэн босож, бие биедээ тангарагласны дараа Исаак тэднийг явуулж, тэднийхээс тэд амар тайван оджээ."
8946,D:\Projects\speech-recognition-demo\audios\MB126-0043.wav,True,6.613,"Тэгтэл тэр өдөр түүний зарц нар ирж, ухсан худгийнхаа талаар ""Бид ус оллоо"" гэж Исаакт мэдүүлэв.",train,"Тэгтэл тэр өдөр түүний зарц нар ирж, ухсан худгийнхаа талаар “Бид ус оллоо” гэж Исаакт мэдүүлэв."
8947,D:\Projects\speech-recognition-demo\audios\MB126-0044.wav,True,9.64,Исаак тэр худгийг Шеба гэж нэрлэсэн бөгөөд тиймээс тэр хотын нэрийг өнөөг хүртэл Беершеба гэдэг ажээ.,train,Исаак тэр худгийг Шеба гэж нэрлэсэн бөгөөд тиймээс тэр хотын нэрийг өнөөг хүртэл Беершеба гэдэг ажээ.
8948,D:\Projects\speech-recognition-demo\audios\MB126-0045.wav,True,2.11,Есавын хит эхнэрүүд,train,Есавын хит эхнэрүүд
8949,D:\Projects\speech-recognition-demo\audios\MB126-0046.wav,True,9.691,Есав дөчин настайдаа хит хүн Беерийн охин Иудит болон хит хүн Елоны охин Басемат нарыг эхнэр болгон авчээ.,train,Есав дөчин настайдаа хит хүн Беерийн охин Иудит болон хит хүн Елоны охин Басемат нарыг эхнэр болгон авчээ.
8950,D:\Projects\speech-recognition-demo\audios\MB126-0047.wav,True,4.7310625,"Тэд Исаак, Ребека хоёрт сэтгэлийн зовлон болов.",train,"Тэд Исаак, Ребека хоёрт сэтгэлийн зовлон болов."
8951,D:\Projects\speech-recognition-demo\audios\MB127-0001.wav,True,2.5080625,Исаак Иаковыг ерөөсөн нь,train,Исаак Иаковыг ерөөсөн нь
8952,D:\Projects\speech-recognition-demo\audios\MB127-0002.wav,True,5.478,"Исаак хөгширч, нүд нь муудаад харж чадахаа больсон үедээ ууган хүү Есаваа",train,"Исаак хөгширч, нүд нь муудаад харж чадахаа больсон үедээ ууган хүү Есаваа"
8953,D:\Projects\speech-recognition-demo\audios\MB127-0003.wav,True,5.117,Хүү минь! гэж дуудсанд хүү нь -Би энд байна гэв. Исаак,train,Хүү минь! гэж дуудсанд хүү нь —Би энд байна гэв. Исаак
8954,D:\Projects\speech-recognition-demo\audios\MB127-0004.wav,True,4.601,"Харагтун, би хөгширч, үхэх өдрөө мэдэхгүй байна.",train,"Харагтун, би хөгширч, үхэх өдрөө мэдэхгүй байна."
8955,D:\Projects\speech-recognition-demo\audios\MB127-0005.wav,True,11.4550625,"Тиймээс чи зэвсэг, нум саадгаа авч, хээр талд гараад, надад ан агнаж, миний дуртай амтат хоолыг хийн авчирч надад идүүлэгтүн.",train,"Тиймээс чи зэвсэг, нум саадгаа авч, хээр талд гараад, надад ан агнаж, миний дуртай амтат хоолыг хийн авчирч надад идүүлэгтүн."
8956,D:\Projects\speech-recognition-demo\audios\MB127-0006.wav,True,5.1520625,Тэгвэл би үхэхээсээ өмнө чамайг зүрх сэтгэлээсээ ерөөе гэв.,test,Тэгвэл би үхэхээсээ өмнө чамайг зүрх сэтгэлээсээ ерөөе гэв.
8957,D:\Projects\speech-recognition-demo\audios\MB127-0007.wav,True,5.1,Исаакийг хүү Есавдаа үг хэлж байхад Ребека түүнийг нь сонсож байжээ.,train,Исаакийг хүү Есавдаа үг хэлж байхад Ребека түүнийг нь сонсож байжээ.
8958,D:\Projects\speech-recognition-demo\audios\MB127-0008.wav,True,3.4290625,Есав ан агнахаар хээр тал уруу одов.,test,Есав ан агнахаар хээр тал уруу одов.
8959,D:\Projects\speech-recognition-demo\audios\MB127-0009.wav,True,4.252,"Харагтун, ах Есавд чинь аавын чинь хэлсэн үгийг би сонслоо.",train,"Харагтун, ах Есавд чинь аавын чинь хэлсэн үгийг би сонслоо."
8960,D:\Projects\speech-recognition-demo\audios\MB127-0010.wav,True,3.431,"Надад ангийн мах авчирч, амттай хоол хийгтүн.",train,"Надад ангийн мах авчирч, амттай хоол хийгтүн."
8961,D:\Projects\speech-recognition-demo\audios\MB127-0011.wav,True,4.37,"Тэгвэл би идээд, үхэхээсээ өмнө чамайг ЭЗЭНий өмнө ерөөж өгье гэсэн.",train,"Тэгвэл би идээд, үхэхээсээ өмнө чамайг ЭЗЭНий өмнө ерөөж өгье гэсэн."
8962,D:\Projects\speech-recognition-demo\audios\MB127-0012.wav,True,4.6450625,"Тиймээс хүү минь, одоо миний чамд тушаасныг болон хэлэхийг минь сонс!",train,"Тиймээс хүү минь, одоо миний чамд тушаасныг болон хэлэхийг минь сонс!"
8963,D:\Projects\speech-recognition-demo\audios\MB127-0013.wav,True,3.113,Чи мал дээрээ очоод хоёр сайн ишиг надад авчир.,train,Чи мал дээрээ очоод хоёр сайн ишиг надад авчир.
8964,D:\Projects\speech-recognition-demo\audios\MB127-0014.wav,True,3.35,Би түүгээр аавын чинь дуртай амтат хоолыг хийж өгье.,train,Би түүгээр аавын чинь дуртай амтат хоолыг хийж өгье.
8965,D:\Projects\speech-recognition-demo\audios\MB127-0015.wav,True,5.3230625,"Чи түүнийг аавдаа аваачиж идүүлэн, үхэхийнх нь өмнө түүгээр ерөөлгө гэв.",train,"Чи түүнийг аавдаа аваачиж идүүлэн, үхэхийнх нь өмнө түүгээр ерөөлгө гэв."
8966,D:\Projects\speech-recognition-demo\audios\MB127-0016.wav,True,6.14,"Харагтун, миний ах Есав үсэрхэг хүн, би гөлгөр арьстай хүн.",train,"Харагтун, миний ах Есав үсэрхэг хүн, би гөлгөр арьстай хүн."
8967,D:\Projects\speech-recognition-demo\audios\MB127-0017.wav,True,8.218,"Аав минь намайг тэмтэрч үзвэл би түүний нүдэнд мэхлэгч гэж харагдан, ерөөгдөх нь байтугай хараагдах болно гэв.",train,"Аав минь намайг тэмтэрч үзвэл би түүний нүдэнд мэхлэгч гэж харагдан, ерөөгдөх нь байтугай хараагдах болно гэв."
8968,D:\Projects\speech-recognition-demo\audios\MB127-0018.wav,True,1.424,Тэгэхэд эх нь түүнд,test,Тэгэхэд эх нь түүнд
8969,D:\Projects\speech-recognition-demo\audios\MB127-0019.wav,True,3.9580625,"Хүү минь, чамд ирэх хараал чинь надад оноогдох болтугай.",train,"Хүү минь, чамд ирэх хараал чинь надад оноогдох болтугай."
8970,D:\Projects\speech-recognition-demo\audios\MB127-0020.wav,True,4.2290625,"Чи зөвхөн миний хэлснийг дагаж, явж ишигнүүдийг надад авчирч өг",train,"Чи зөвхөн миний хэлснийг дагаж, явж ишигнүүдийг надад авчирч өг"
8971,D:\Projects\speech-recognition-demo\audios\MB127-0021.wav,True,2.992,"гэсэнд тэр явж, ээждээ авчирч өгөв.",train,"гэсэнд тэр явж, ээждээ авчирч өгөв."
8972,D:\Projects\speech-recognition-demo\audios\MB127-0022.wav,True,4.0280625,Тэгээд ээж нь эцгийнх нь дуртай амтат хоолыг хийжээ.,train,Тэгээд ээж нь эцгийнх нь дуртай амтат хоолыг хийжээ.
8973,D:\Projects\speech-recognition-demo\audios\MB127-0023.wav,True,17.7180625,"Ребека ууган хүү Есавынхаа хамгийн сайхан хувцсыг гэрээсээ авчирч, бага хүү Иаковтаа өмсгөж, ишигний арьсаар гар болон хүзүүнийх нь гөлгөр хэсгийг ороож, өөрийн хийсэн амтат хоол, талхыг хүү Иаковынхаа гар дээр тавив.",train,"Ребека ууган хүү Есавынхаа хамгийн сайхан хувцсыг гэрээсээ авчирч, бага хүү Иаковтаа өмсгөж, ишигний арьсаар гар болон хүзүүнийх нь гөлгөр хэсгийг ороож, өөрийн хийсэн амтат хоол, талхыг хүү Иаковынхаа гар дээр тавив."
8974,D:\Projects\speech-recognition-demo\audios\MB127-0024.wav,True,9.982,"Иаков эцэг дээрээ очиж -Аав минь ээ! гэж дуудсанд аав нь -Би энд байна. Хүү минь чи хэн бэ? гэв. Иаков, эцэгтээ",train,"Иаков эцэг дээрээ очиж —Аав минь ээ! гэж дуудсанд аав нь —Би энд байна. Хүү минь чи хэн бэ? гэв. Иаков, эцэгтээ"
8975,D:\Projects\speech-recognition-demo\audios\MB127-0025.wav,True,2.03,Би таны ууган хүү Есав байна.,train,Би таны ууган хүү Есав байна.
8976,D:\Projects\speech-recognition-demo\audios\MB127-0026.wav,True,9.1150625,Таны надад хэлсэн ёсоор би хийлээ. Та өндийж суугаад ангийн махнаас минь зооглоно уу. Тэгээд сэтгэлээсээ намайг ерөөнө үү!,train,Таны надад хэлсэн ёсоор би хийлээ. Та өндийж суугаад ангийн махнаас минь зооглоно уу. Тэгээд сэтгэлээсээ намайг ерөөнө үү!
8977,D:\Projects\speech-recognition-demo\audios\MB127-0027.wav,True,5.626,"Хүү минь, чи ангаа яаж ийм хурдан олоо вэ? гэсэнд тэр",train,"Хүү минь, чи ангаа яаж ийм хурдан олоо вэ? гэсэнд тэр"
8978,D:\Projects\speech-recognition-demo\audios\MB127-0028.wav,True,3.9470625,Учир нь таны Бурхан ЭЗЭН түүнийг өмнө минь тавьсан юм гэв.,test,Учир нь таны Бурхан ЭЗЭН түүнийг өмнө минь тавьсан юм гэв.
8979,D:\Projects\speech-recognition-demo\audios\MB127-0029.wav,True,2.0380625,"Хүү минь, надад ойрт!",train,"Хүү минь, надад ойрт!"
8980,D:\Projects\speech-recognition-demo\audios\MB127-0030.wav,True,7.3850625,"Би чамайг тэмтэрч үзээд миний ууган хүү Есав мөн үү, биш үү гэдгийг чинь мэдье гэв.",train,"Би чамайг тэмтэрч үзээд миний ууган хүү Есав мөн үү, биш үү гэдгийг чинь мэдье гэв."
8981,D:\Projects\speech-recognition-demo\audios\MB127-0031.wav,True,4.833,Иаков эцэг Исаактаа ойртон очиход Исаак түүнийг тэмтэрч үзээд,train,Иаков эцэг Исаактаа ойртон очиход Исаак түүнийг тэмтэрч үзээд
8982,D:\Projects\speech-recognition-demo\audios\MB127-0032.wav,True,4.5150625,Дуу чинь Иаковын дуу атал гар чинь Есавын гар байна,train,Дуу чинь Иаковын дуу атал гар чинь Есавын гар байна
8983,D:\Projects\speech-recognition-demo\audios\MB127-0033.wav,True,6.234,гээд түүний гар ах Есавынх шиг нь үсэрхэг байсан учир түүнийг ялгаж таньсангүй.,train,гээд түүний гар ах Есавынх шиг нь үсэрхэг байсан учир түүнийг ялгаж таньсангүй.
8984,D:\Projects\speech-recognition-demo\audios\MB127-0034.wav,True,2.103,"Тэгээд түүнийг ерөөж, Исаак",train,"Тэгээд түүнийг ерөөж, Исаак"
8985,D:\Projects\speech-recognition-demo\audios\MB127-0035.wav,True,2.993,Чи үнэхээр миний хүү Есав мөн үү?,train,Чи үнэхээр миний хүү Есав мөн үү?
8986,D:\Projects\speech-recognition-demo\audios\MB127-0036.wav,True,3.8450625,гэсэнд Иаков - Би мөн гэв. Исаак,train,гэсэнд Иаков — Би мөн гэв. Исаак
8987,D:\Projects\speech-recognition-demo\audios\MB127-0037.wav,True,1.6840625,Надад түүнийгээ авчир!,train,Надад түүнийгээ авчир!
8988,D:\Projects\speech-recognition-demo\audios\MB127-0038.wav,True,5.6360625,Би хүүгийнхээ ангийн махнаас идээд зүрх сэтгэлээсээ чамайг ерөөн адислая!,train,Би хүүгийнхээ ангийн махнаас идээд зүрх сэтгэлээсээ чамайг ерөөн адислая!
8989,D:\Projects\speech-recognition-demo\audios\MB127-0039.wav,True,3.355,гэхэд нь Иаков түүнд авчирч өгсөнд эцэг нь идэв.,train,гэхэд нь Иаков түүнд авчирч өгсөнд эцэг нь идэв.
8990,D:\Projects\speech-recognition-demo\audios\MB127-0040.wav,True,3.6830625,Тэгээд тэр бас түүнд дарс авчирч өгсөнд тэрээр уужээ.,train,Тэгээд тэр бас түүнд дарс авчирч өгсөнд тэрээр уужээ.
8991,D:\Projects\speech-recognition-demo\audios\MB127-0041.wav,True,1.5850625,Тэгээд эцэг Исаак нь,val,Тэгээд эцэг Исаак нь
8992,D:\Projects\speech-recognition-demo\audios\MB127-0042.wav,True,3.401,"Хүү минь, надад ойртож ирээд намайг үнс",train,"Хүү минь, надад ойртож ирээд намайг үнс"
8993,D:\Projects\speech-recognition-demo\audios\MB127-0043.wav,True,7.8970625,"гэхэд Иаков ойртон очиж, түүнийг үнссэнд эцэг нь хувцасных нь үнэрийг үнэртээд, түүнийг ерөөн адислаж",train,"гэхэд Иаков ойртон очиж, түүнийг үнссэнд эцэг нь хувцасных нь үнэрийг үнэртээд, түүнийг ерөөн адислаж"
8994,D:\Projects\speech-recognition-demo\audios\MB127-0044.wav,True,5.59,"Харагтун, хүүгийн минь үнэр ЭЗЭНий ерөөсөн хээрийн үнэр байна.",train,"Харагтун, хүүгийн минь үнэр ЭЗЭНий ерөөсөн хээрийн үнэр байна."
8995,D:\Projects\speech-recognition-demo\audios\MB127-0045.wav,True,3.307,"Тэнгэрийн шүүдэр, Үржил шимт газар,",train,"Тэнгэрийн шүүдэр, Үржил шимт газар,"
8996,D:\Projects\speech-recognition-demo\audios\MB127-0046.wav,True,5.6890625,"Арвин их үр тариа, дарсыг Бурхан чамд хайрлах болтугай!",train,"Арвин их үр тариа, дарсыг Бурхан чамд хайрлах болтугай!"
8997,D:\Projects\speech-recognition-demo\audios\MB127-0047.wav,True,5.5530625,"Ард олон чамд зарагдаж, Үндэстнүүд чамд сөгдөн мөргөх болтугай!",train,"Ард олон чамд зарагдаж, Үндэстнүүд чамд сөгдөн мөргөх болтугай!"
8998,D:\Projects\speech-recognition-demo\audios\MB127-0048.wav,True,6.3250625,"Ах дүү нарынхаа эзэн нь чи болж, Эхийн чинь хөвгүүд чамд сөгдөн мөргөх болтугай.",train,"Ах дүү нарынхаа эзэн нь чи болж, Эхийн чинь хөвгүүд чамд сөгдөн мөргөх болтугай."
8999,D:\Projects\speech-recognition-demo\audios\MB127-0049.wav,True,4.5660625,"Хараагч чинь хараагдаж, Ерөөгч чинь ерөөгдөх болтугай!",train,"Хараагч чинь хараагдаж, Ерөөгч чинь ерөөгдөх болтугай!"
9000,D:\Projects\speech-recognition-demo\audios\MB127-0050.wav,True,2.372,Есав ерөөлөө алдав,train,Есав ерөөлөө алдав
9001,D:\Projects\speech-recognition-demo\audios\MB127-0051.wav,True,6.4990625,Исаак Иаковыг ерөөн адислаж дуусмагц Иаков эцэг Исаакийнхаа өмнөөс босон гарч явлаа.,train,Исаак Иаковыг ерөөн адислаж дуусмагц Иаков эцэг Исаакийнхаа өмнөөс босон гарч явлаа.
